Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
1054,,503,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - It Takes a Village,4000 W Division St ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,,504,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - Maria Freeman,4312 S CALIFORNIA AVE ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,505,CPS_Early_Childhood_Portal_scrape.csv, YWCA of Metropolitan Chicago - Debra Phillips,5116 S Prairie AVE ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,506,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Belmont-Cragin,5423 W Diversey ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.9516487717628479,507,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA,7 N Homan Ave ,,2653900,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,ymca of metropolitan chicago - garfield head start/child developmental center- ymca,head start,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,2653900,7 n homan ave,,,,,,,,,,,,,,1299
1058,,508,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - EHS Family Child Homes,845 W 69th St ,,3824700,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.9516487717628479,509,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Temple / Salvation Army,1 N Ogden Ave ,,2262649,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,salvation army - temple / salvation army,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,2262649,1 n ogden ave,,,,,,,,,,,,,,1
0,0.9516487717628479,510,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Temple / Salvation Army,1 N Ogden Ave ,,2262649,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,salvation army - temple / salvation army,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,2262649,1 n ogden ave,,,,,,,,,,,,,,1
1,0.9516487717628479,511,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,national louis university - dr. effie o. ellis training center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,5339011,10 s kedzie ave,,,,,,,,,,,,,,1227
1,0.9516487717628479,512,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,national louis university - dr. effie o. ellis training center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,5339011,10 s kedzie ave,,,,,,,,,,,,,,1227
2,0.9516487717628479,513,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,board trustees-city colleges of chicago - olive-harvey college,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,2916100,10001 s woodlawn ave,,,,,,,,,,,,,,513
2,0.9516487717628479,514,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,board trustees-city colleges of chicago - olive-harvey college,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,2916100,10001 s woodlawn ave,,,,,,,,,,,,,,513
3,0.9516487717628479,515,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,easter seals society of metropolitan chicago - gilchrist-marchman,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,9395115,1001 w roosevelt rd,,,,,,,,,,,,,,1161
3,0.9516487717628479,516,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,easter seals society of metropolitan chicago - gilchrist-marchman,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,9395115,1001 w roosevelt rd,,,,,,,,,,,,,,1161
211,0.94093335,517,CPS_Early_Childhood_Portal_scrape.csv, Jenner,1009 N. Cleveland ,,5348440,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60610,jenner,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5348440,1009 n. cleveland,hs-hd,,,,,,,,near north side,,,,,517
212,0.9516488,518,CPS_Early_Childhood_Portal_scrape.csv, Revere,1010 E. 72nd St. ,,5350618,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60619,revere,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5350618,1010 e. 72nd st.,hs-hd,,,,,,,,greater grand crossing,,,,,518
213,0.9516488,519,CPS_Early_Childhood_Portal_scrape.csv, Hay,1018 N. Laramie ,,5346000,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60651,hay,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5346000,1018 n. laramie,hs-hd,,,,,,,,austin,,,,,519
4,0.9516488,520,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Uptown Head Start / Hull House,1020 W Bryn Mawr Ave ,,7695753,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,hull house association - uptown head start / hull house,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,7695753,1020 w bryn mawr ave,,,,,,,,,,,,,,8
214,0.9516488,521,CPS_Early_Childhood_Portal_scrape.csv, Piccolo,1040 N. Keeler ,,5344425,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60651,piccolo,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5344425,1040 n. keeler,hs-hd,,,,,,,,humboldt park,,,,,521
215,0.95020705,522,CPS_Early_Childhood_Portal_scrape.csv, Kohn,10414 S. State St. ,,5355489,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60628,kohn,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5355489,10414 s. state st.,hs-hd,,,,,,,,roseland,,,,,522
6,0.9516487717628479,523,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,catholic charities of the archdiocese of chicago - st. kevin,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,3746466,10509 s torrence ave,,,,,,,,,,,,,,12
6,0.9516487717628479,524,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,catholic charities of the archdiocese of chicago - st. kevin,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,3746466,10509 s torrence ave,,,,,,,,,,,,,,12
1059,,525,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Trumbull Park,10530 S Oglesby ,,3757022,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0.9388069212436676,526,CPS_Early_Childhood_Portal_scrape.csv, Community Learning Center - Community Learning Center,10612 S Wentworth Ave ,,9284104,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60628,community learning center community learning center,head start,,dfss_agencysitelies_2012.csv,wanda avery,half day/full day,,no,roseland,,,,wanda avery,,9284104,10612 s wentworth,wanda avery,yes,,,,community learning center,,,,no,,,,526
1060,,527,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - New Age,10951 S Michigan Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.9516487717628479,528,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,,6267760,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,bethel new life - molade child development center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,6267760,1120 n lamon ave,,,,,,,,,,,,,,1233
217,0.942680835723877,529,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hippity Hop Tiny Tots,11223 S Halsted St ,,7853340,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60628,henry booth house hippity hop tiny tots,head start,,dfss_agencysitelies_2012.csv,ms. tuggle,half day/full day,,no,roseland,,,,ms. tuggle,,7853340,11223 s halsted st,scott perkins,yes,,,www.henryboothhouse.org,henry booth house,,,,no,,,,529
1061,,530,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Humpty Dumpty,1126 W 99th ST ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.9407670795917511,531,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Lotts of Love,1139 W 79th St ,,8744954,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60620,chicago youth centers lotts of love,head start,,dfss_agencysitelies_2012.csv,carol quinn,half day/full day,,no,auburn gresham,,,,carol quinn,,8744954,1139 w 79th st,harry wells,yes,,,www.chicagoyouthcenters.org,chicago youth centers,,,,no,,,,531
10,0.9516487717628479,532,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,ada s. mckinley community services - mckinley - roseland,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,4681918,11410 s edbrooke ave,,,,,,,,,,,,,,1235
10,0.9516487717628479,533,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,ada s. mckinley community services - mckinley - roseland,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,4681918,11410 s edbrooke ave,,,,,,,,,,,,,,1235
1062,,534,CPS_Early_Childhood_Portal_scrape.csv," Haley, Alex",11411 S. Eggleston ,,5355340,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.9516488,535,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Truman,1145 W Wilson Ave ,,8781700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,board trustees-city colleges of chicago - truman,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,8781700,1145 w wilson ave,,,,,,,,,,,,,,21
1063,,536,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Accounters/Partners,1155 W 81st St ,,9945514,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.9516487717628479,537,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,chicago state university - gingerbread house,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,9284041,11640 s wentworth ave,,,,,,,,,,,,,,23
12,0.9516487717628479,538,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,chicago state university - gingerbread house,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,9284041,11640 s wentworth ave,,,,,,,,,,,,,,23
219,0.9516488,539,CPS_Early_Childhood_Portal_scrape.csv, Higgins,11710 S. Morgan ,,5355625,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60643,higgins,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5355625,11710 s. morgan,hs-hd,,,,,,,,west pullman,,,,,539
220,0.9516488,540,CPS_Early_Childhood_Portal_scrape.csv, Songhai,11725 S. Perry ,,5355547,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60628,songhai,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5355547,11725 s. perry,hs-hd,,,,,,,,west pullman,,,,,540
221,0.9516488,541,CPS_Early_Childhood_Portal_scrape.csv, Cameron,1234 N. Monticello ,,5344290,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60651,cameron,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5344290,1234 n. monticello,hs-hd,,,,,,,,humboldt park,,,,,541
13,0.9516487717628479,542,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,chicago state university - academy of early education,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,7858163,124 e 113th st,,,,,,,,,,,,,,24
13,0.9516487717628479,543,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,chicago state university - academy of early education,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,7858163,124 e 113th st,,,,,,,,,,,,,,24
222,0.9516488,544,CPS_Early_Childhood_Portal_scrape.csv, Perez,1241 W. 19Th St. ,,5347650,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60608,perez,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5347650,1241 w. 19th st.,hs-hd,,,,,,,,lower west side,,,,,544
1064,,545,CPS_Early_Childhood_Portal_scrape.csv, Carpenter,1250 W. Erie ,,5347385,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,,546,CPS_Early_Childhood_Portal_scrape.csv," Brown Academy, R.",12607 S. Union ,,5355385,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.9516488,547,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,,4930000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,easter seals society of metropolitan chicago - stepping stones early/childhood lear,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,4930000,1300 e 75th st,,,,,,,,,,,,,,26
15,0.9516487717628479,548,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,marcy newberry association - fosco abla center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,7466024,1312 s racine ave,,,,,,,,,,,,,,28
15,0.9516487717628479,549,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,marcy newberry association - fosco abla center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,7466024,1312 s racine ave,,,,,,,,,,,,,,28
1066,,550,CPS_Early_Childhood_Portal_scrape.csv," Henry Booth House - Kids Place II, Inc",1318 W 95th St ,,4456500,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0.9516487717628479,551,CPS_Early_Childhood_Portal_scrape.csv, Henson,1326 S. Avers Ave ,,5341804,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,henson,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5341804,1326 s. avers ave,,,,,,,,,,,,,,551
223,0.9516487717628479,552,CPS_Early_Childhood_Portal_scrape.csv, Henson,1326 S. Avers Ave ,,5341804,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,henson,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5341804,1326 s. avers ave,,,,,,,,,,,,,,551
1067,,553,CPS_Early_Childhood_Portal_scrape.csv, Medill Inter,1326 W. 14Th Pl. ,,5347760,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,554,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0.8465065,555,CPS_Early_Childhood_Portal_scrape.csv, Altgeld,1340 W. 71St ,,5353250,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60636,altgeld,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5353250,1340 w. 71st,hs-hd,,,,,,,,west englewood,,,,,555
16,0.9516488,556,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,salvation army - incarnation / salvation army,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,2764118,1345 n karlov ave,,,,,,,,,,,,,,29
17,0.9516487717628479,557,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,abraham lincoln centre - hope presbyterian church,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,4715100,1354 w 61st st,,,,,,,,,,,,,,30
225,0.9516488,558,CPS_Early_Childhood_Portal_scrape.csv, Lavizzo,138 W. 109Th St ,,5355300,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60628,lavizzo,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5355300,138 w. 109th st,hs-hd,,,,,,,,roseland,,,,,558
226,0.9384340941905975,559,CPS_Early_Childhood_Portal_scrape.csv, Northwestern University Settlement House - Northwestern University Settlement House,1400 W Augusta Blvd ,,2787471,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60622,northwestern university settlement house northwestern university settlement house,head start,,dfss_agencysitelies_2012.csv,linda mclaren,half day/full day,,no,west town,,,,linda mclaren,,2787471,1400 w augusta,jose alatorre,yes,,,www.nush.org,northwestern university settlement house,,,,no,,,,559
138,0.9466038516589573,560,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,herzl cpc,head start/child parent center,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5341751,1401 s. hamlin,cpc-fd,,,,,,child parent center,,north lawndale,,,,,200
138,0.9466038516589573,561,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,herzl cpc,head start/child parent center,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5341751,1401 s. hamlin,cpc-fd,,,,,,child parent center,,north lawndale,,,,,200
1069,,562,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Taylor Day School,1414 W 87th St ,,2392322,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0.9499978,563,CPS_Early_Childhood_Portal_scrape.csv, McDowell,1419 E. 89Th ,,5356404,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60619,mcdowell,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5356404,1419 e. 89th,hs-fd,,,,,,,,calumet heights,,,,,563
228,0.9516487717628479,564,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60608,pilsen,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5347675,1420 w. 17th st.,hs-hd,,,,,,,,lower west side,,,,,942
228,0.9516487717628479,565,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60608,pilsen,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5347675,1420 w. 17th st.,hs-hd,,,,,,,,lower west side,,,,,942
229,0.9516488,566,CPS_Early_Childhood_Portal_scrape.csv, Lozano Bilingual,1424 N. Cleaver ,,5344150,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,lozano bilingual,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5344150,1424 n. cleaver,,,,,,,,,,,,,,566
230,0.9516488,567,CPS_Early_Childhood_Portal_scrape.csv, Young,1434 N. Parkside ,,5346200,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60651,young,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5346200,1434 n. parkside,hs-hd,,,,,,,,austin,,,,,567
1070,,568,CPS_Early_Childhood_Portal_scrape.csv, Lathrop,1440 S. Christiana ,,5341812,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,0.9516488,569,CPS_Early_Childhood_Portal_scrape.csv, Peabody,1444 W. Augusta ,,5344170,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,60622,peabody,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5344170,1444 w. augusta,hs-hd,,,,,,,,west town,,,,,569
18,0.9474452223096576,570,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60623,catholic charities of the archdiocese of chicago - our lady of lourdes,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,deborah o'brien,half day/full day,,yes,north lawndale,,,,deborah o'brien,,5213126,1449 s keeler,laura rios,yes,,,www.catholiccharities.net,catholic charities of the archdiocese of chicago,,,,no,,,"2488it(child care it center), 7030ps(hs collaboration with c",32
18,0.9474452223096576,571,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60623,catholic charities of the archdiocese of chicago - our lady of lourdes,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,deborah o'brien,half day/full day,,yes,north lawndale,,,,deborah o'brien,,5213126,1449 s keeler,laura rios,yes,,,www.catholiccharities.net,catholic charities of the archdiocese of chicago,,,,no,,,"2488it(child care it center), 7030ps(hs collaboration with c",32
19,0.9516488,572,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - North Austin / LSSI,1500 N Mason Ave ,,2371930,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,lutheran social services of illinois - north austin / lssi,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,2371930,1500 n mason ave,,,,,,,,,,,,,,33
20,0.9516488,573,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - New Birth,1500 W 69th St ,,4710699,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,marcy newberry association - new birth,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,4710699,1500 w 69th st,,,,,,,,,,,,,,34
21,0.9516488,574,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Mt. Moriah-Taylor / CYC,1501 N Harding Ave ,,2785837,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,chicago youth centers - mt. moriah-taylor / cyc,child care,,cps_early_childhood_portal_scrape.csv,,extended day,,,,,,,,,2785837,1501 n harding ave,,,,,,,,,,,,,,35
